Part Number,Package,Package,Core,Operating Frequency (MHz) (Processor speed),FLASH Size (Prog),Data0E2PROM0(B),Internal RAM Size,Timers (16 bit) typ,Timers (32 bit) typ,Other timer functions,A/D Converters (12-bit channels) default,A/D Converters (16-bit channels) default,D/A Converters  (12 bit),Comparator,I/Os (High Current),Display controller ,Integrated op-amps,I2C,SPI,I2S,CAN ,USB Type,USART ,UART,Additional Serial Interfaces,Parallel Interfaces ,Crypto-HASH ,TRNG,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (Lowest power mode) typ,Supply Current (µA) (Run mode (per Mhz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,,,,,,,,,,,,,,
STM32F469BG,UFBGA 7X7X0.6 169L P 0.5 MM;WLCSP 168L DIE 434 12X14 P 0.4MM,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479NI,BGA 176,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479ZI,TFBGA 13X13X1.2 216L P 0.8 MM,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,20,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469AI,LQFP 208 28x28x1.4,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479IG,UFBGA 7X7X0.6 169L P 0.5 MM;WLCSP 168L DIE 434 12X14 P 0.4MM,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479ZG,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,20,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469NI,TFBGA 13X13X1.2 216L P 0.8 MM,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,105,85,,,,,,,,,,,,,,
STM32F479BI,BGA 176,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469ZG,UFBGA 7X7X0.6 169L P 0.5 MM;WLCSP 168L DIE 434 12X14 P 0.4MM,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,20,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479AI,LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469ZE,LQFP 208 28x28x1.4,Active,ARM Cortex-M4,180,512,0,384,12,2,24-bit downcounter,2xWDG,RTC,20,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479VI,TFBGA 13X13X1.2 216L P 0.8 MM,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,14,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469VE,TFBGA 13X13X1.2 216L P 0.8 MM,Active,ARM Cortex-M4,180,512,0,384,12,2,24-bit downcounter,2xWDG,RTC,14,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469II,LQFP 208 28x28x1.4,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469NE,UFBGA 7X7X0.6 169L P 0.5 MM,Active,ARM Cortex-M4,180,512,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469IE,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,512,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479VG,UFBGA 7X7X0.6 169L P 0.5 MM,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,14,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469ZI,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,20,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469AG,UFQFPN 48 7x7x0.55;WLCSP 49L DIE 431 P 0.4 MM,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479II,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469BE,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M4,180,512,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479NG,UFQFPN 48 7x7x0.55;WLCSP 49L DIE 431 P 0.4 MM,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469VI,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,14,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469NG,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479BG,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469AE,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,512,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469VG,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,14,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,3,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F469IG,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F479AG,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,1024,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,140,282,-40,85,,,,,,,,,,,,,,,
STM32F411RE,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,100,512,0,128,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,5,5,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,100,-40,105,85,,,,,,,,,,,,,,,
STM32F411CC,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,100,256,0,128,6,2,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,3,5,5,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,100,-40,85,,,,,,,,,,,,,,,,
STM32F411VC,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,100,256,0,128,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,5,5,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,100,-40,85,,,,,,,,,,,,,,,,
STM32F411VE,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,100,512,0,128,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,5,5,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,100,-40,85,,,,,,,,,,,,,,,,
STM32F411CE,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,100,512,0,128,6,2,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,3,5,5,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,100,-40,105,125,85,,,,,,,,,,,,,,
STM32F411RC,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,100,256,0,128,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,5,5,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,100,-40,105,85,,,,,,,,,,,,,,,
STM32F407VE,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M4,168,512,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F407ZG,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F407IE,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,168,512,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F417IG,UFQFPN 48 7x7x0.55;WLCSP 49L DIE 433 P 0.4 MM,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F417ZE,UFQFPN 48 7x7x0.55;WLCSP 49L DIE 433 P 0.4 MM,Active,ARM Cortex-M4,168,512,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F417VE,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M4,168,512,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F407IG,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F417VG,UFQFPN 48 7x7x0.55;WLCSP 49L DIE 423 R 7X7 P 0.4 MM,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F417IE,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,168,512,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F407VG,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F407ZE,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M4,168,512,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F417ZG,UFQFPN 48 7x7x0.55;WLCSP 49L DIE 423 R 7X7 P 0.4 MM,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F401VD,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,84,384,0,96,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,4,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,137,-40,85,,,,,,,,,,,,,,,,
STM32F401RD,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,84,384,0,96,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,137,-40,85,,,,,,,,,,,,,,,,
STM32F401RE,WLCSP 81L DIE 421 R 9X9 P 0.4 MM,Active,ARM Cortex-M4,84,512,0,96,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,137,-40,105,85,,,,,,,,,,,,,,,
STM32F401CD,WLCSP 81L DIE 421 R 9X9 P 0.4 MM,Active,ARM Cortex-M4,84,384,0,96,6,2,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,137,-40,85,,,,,,,,,,,,,,,,
STM32F401CE,LQFP 144 20x20x1.4;UFBGA 10X10 144L P 0.8 MM;UFBGA 144 7x7x0.6,Active,ARM Cortex-M4,84,512,0,96,6,2,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,137,-40,85,,,,,,,,,,,,,,,,
STM32F401VB,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,84,128,0,64,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,4,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,128,-40,85,,,,,,,,,,,,,,,,
STM32F401VE,LQFP 144 20x20x1.4;UFBGA 144 7x7x0.6,Active,ARM Cortex-M4,84,512,0,96,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,4,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,137,-40,85,,,,,,,,,,,,,,,,
STM32F401CC,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,84,256,0,64,6,2,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,128,-40,85,,,,,,,,,,,,,,,,
STM32F401RC,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,84,256,0,64,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,128,-40,105,85,,,,,,,,,,,,,,,
STM32F401RB,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,84,128,0,64,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.7,1.8,128,-40,85,,,,,,,,,,,,,,,
STM32F401VC,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,84,256,0,64,6,2,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,-0,-0,3,4,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,128,-40,105,85,,,,,,,,,,,,,,,
STM32F401CB,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,84,128,0,64,6,2,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,3,3,2,-0,USB OTG FS,3,-0,-0,1.7,3.6,1.8,128,-40,105,125,85,,,,,,,,,,,,,,
STM32F446VC,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,256,0,128,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,105,85,,,,,,,,,,,,,,
STM32F446RE,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,512,0,128,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,105,85,,,,,,,,,,,,,,
STM32F446MC,UFBGA 7X7X0.6 169L P 0.5 MM,Active,ARM Cortex-M4,180,256,0,128,12,2,24-bit downcounter,2xWDG,RTC,14,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,85,,,,,,,,,,,,,,,,
STM32F446ME,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,512,0,128,12,2,24-bit downcounter,2xWDG,RTC,14,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,85,,,,,,,,,,,,,,,
STM32F446ZE,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,180,512,0,128,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,105,85,,,,,,,,,,,,,,
STM32F446RC,UFBGA 7X7X0.6 169L P 0.5 MM,Active,ARM Cortex-M4,180,256,0,128,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,105,85,,,,,,,,,,,,,,,
STM32F446ZC,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,180,256,0,128,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,105,85,,,,,,,,,,,,,,
STM32F446VE,UFBGA 7X7X0.6 169L P 0.5 MM,Active,ARM Cortex-M4,180,512,0,128,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,-0,-0,4,4,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,4,-0,1.8,3.6,1.12,167,-40,105,85,,,,,,,,,,,,,,
STM32F427II,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,105,85,,,,,,,,,,,,,,,
STM32F427ZG,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,1024,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,85,,,,,,,,,,,,,,,,
STM32F437IG,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,1024,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,85,,,,,,,,,,,,,,,,
STM32F437ZG,LQFP 144 20x20x1.4;UFBGA 10X10 144L P 0.8 MM,Active,ARM Cortex-M4,180,1024,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,85,,,,,,,,,,,,,,,,
STM32F427VG,LQFP 64 10x10x1.4;WLCSP 64L DIE 441 P 0.4 MM,Active,ARM Cortex-M4,180,1024,0,256,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.8,3.6,1.7,208,-40,85,,,,,,,,,,,,,,,,
STM32F437VI,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,105,85,,,,,,,,,,,,,,,
STM32F427AG,UFQFPN 48 7x7x0.55,Active,ARM Cortex-M4,180,1024,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,85,,,,,,,,,,,,,,,,
STM32F427VI,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.8,3.6,1.7,208,-40,105,85,,,,,,,,,,,,,,,
STM32F437ZI,UFBGA 7X7X0.6 169L P 0.5 MM,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,105,85,,,,,,,,,,,,,,,
STM32F437AI,LQFP 208 28x28x1.4,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,2,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,85,,,,,,,,,,,,,,,,
STM32F427ZI,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,105,85,,,,,,,,,,,,,,,
STM32F427AI,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,85,,,,,,,,,,,,,,,,
STM32F437VG,TFBGA 13X13X1.2 216L P 0.8 MM,Active,ARM Cortex-M4,180,1024,0,256,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,4,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,105,85,,,,,,,,,,,,,,,
STM32F437II,BGA 176;LQFP 176 24x24x1.4,Active,ARM Cortex-M4,180,2048,0,256,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,true,1.7,3.6,1.7,208,-40,105,85,,,,,,,,,,,,,,,
